ID,SeparationType,Cease Date,DETE Start Date,Role Start Date,Position,Classification,Region,Business Unit,Employment Status,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Work location,Employment conditions,Maternity/family,Relocation,Study/Travel,Ill Health,Traumatic incident,Work life balance,Workload,None of the above,Gender,Age,Aboriginal,Torres Strait,South Sea,Disability,NESB
554,Age Retirement,2013,1968,1998,Teacher,Special Education,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
555,Age Retirement,2012,Not Stated,Not Stated,Teacher,Secondary,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
556,Age Retirement,09/2013,1975,1975,Teacher Aide,Primary,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
557,Age Retirement,09/2013,1978,2010,Head of Curriculum/Head of Special Education,,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,,,,,
558,Resignation-Move overseas/interstate,07/2013,2011,2011,Teacher,Middle,North Queensland,,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,21-25,,,,,
559,Age Retirement,08/2013,2006,2006,Teacher,Primary,South East,,Permanent Part-time,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
560,Voluntary Early Retirement (VER),09/2013,2001,2001,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
561,Age Retirement,07/2013,1989,2012,Public Servant,AO5-AO7,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
562,Voluntary Early Retirement (VER),08/2013,1979,2000,Head of Curriculum/Head of Special Education,,North Coast,,Permanent Full-time,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,Male,56-60,,,,,
563,Resignation-Move overseas/interstate,06/2013,2012,2012,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
564,Resignation-Other reasons,06/2013,1990,2011,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,41-45,,,,,
565,Voluntary Early Retirement (VER),09/2013,1981,1996,Teacher,Secondary,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,51-55,,,,,
566,Age Retirement,07/2013,1978,1996,Teacher,Secondary,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,51-55,,,,,
567,Age Retirement,04/2013,1980,1985,Head of Curriculum/Head of Special Education,,Not Stated,,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,56-60,,,,,
568,Age Retirement,07/2013,Not Stated,2011,Teacher,Primary,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,,,,,
569,Resignation-Other reasons,06/2013,2000,Not Stated,Teacher Aide,,Central Office,Education Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,46-50,,,,,
570,Resignation-Other reasons,07/2013,2010,2010,Schools Officer,,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,31-35,,,,,
571,Other,06/2013,2005,2005,Teacher Aide,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,,,,,
572,Resignation-Other reasons,07/2013,1998,2008,Business Service Manager,,Darling Downs South West,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
573,Termination,09/2013,Not Stated,Not Stated,Cleaner,,Central Office,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,,,,,
574,Ill Health Retirement,06/2013,2009,2011,Cleaner,,Not Stated,,Permanent Part-time,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,Female,41-45,,,,,
575,Voluntary Early Retirement (VER),06/2013,1990,2007,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,,,,,
576,Resignation-Other reasons,07/2013,2004,2005,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,Female,31-35,,,,,
577,Resignation-Other reasons,06/2013,2004,Not Stated,Teacher Aide,,Not Stated,,Permanent Part-time,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Female,26-30,,,,,
578,Resignation-Other employer,09/2013,1994,1998,Teacher,Primary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,
579,Age Retirement,07/2013,1998,2003,Teacher,Secondary,Darling Downs South West,,Permanent Part-time,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
580,Ill Health Retirement,07/2013,1997,2003,Schools Officer,,Not Stated,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,,,,,
581,Age Retirement,07/2013,1985,1987,Schools Officer,,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
582,Age Retirement,05/2013,1996,1996,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
583,Age Retirement,05/2013,2000,2000,Teacher,Secondary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,56-60,,,,,
584,Age Retirement,09/2013,1992,1992,Cleaner,,Darling Downs South West,,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
585,Resignation-Other employer,07/2013,2008,2008,School Administrative Staff,,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,51-55,,,,,
586,Resignation-Move overseas/interstate,06/2013,2012,2013,Teacher Aide,,Not Stated,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,21-25,,,,,
587,Resignation-Move overseas/interstate,09/2010,1999,2000,Teacher,Special Education,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,51-55,,,,,
588,Age Retirement,06/2013,1998,1998,Teacher,Secondary,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
589,Resignation-Other employer,06/2013,2011,2011,Other,,South East,,Temporary Part-time,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,31-35,,,,,Yes
590,Resignation-Other reasons,09/2013,1985,1989,Other,,Metropolitan,,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Male,61 or older,,,,,Yes
591,Resignation-Other employer,01/2014,2005,2012,Public Servant,,Metropolitan,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,31-35,,,,,
592,Ill Health Retirement,06/2013,2002,2002,Cleaner,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,Female,51-55,,,,,
593,Resignation-Other reasons,06/2013,2001,2010,Cleaner,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
594,Resignation-Other reasons,06/2013,2005,2009,Teacher,Secondary,Not Stated,,Permanent Full-time,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,True,False,Female,36-40,,,,,
595,Ill Health Retirement,06/2013,Not Stated,Not Stated,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,56-60,,,,,
596,Age Retirement,06/2013,1990,2004,Head of Curriculum/Head of Special Education,,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,56-60,,,,,
597,Voluntary Early Retirement (VER),09/2013,1988,2000,Cleaner,,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,Yes,,
598,Voluntary Early Retirement (VER),06/2013,1978,1986,Head of Curriculum/Head of Special Education,,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Male,56-60,,,,,
599,Age Retirement,07/2013,1984,1986,Teacher,Primary,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
600,Voluntary Early Retirement (VER),09/2013,1970,1998,Teacher,Secondary,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
601,Age Retirement,07/2013,1990,Not Stated,Teacher Aide,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
602,Resignation-Other employer,07/2013,2010,2010,Public Servant,AO5-AO7,Central Office,Other,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,26-30,,,,,
603,Age Retirement,06/2013,2007,2007,Cleaner,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,Yes
604,Contract Expired,09/2013,2013,2013,Public Servant,A01-A04,South East,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,
605,Resignation-Other reasons,07/2013,1996,1996,Schools Officer,,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,,,,,
606,Age Retirement,07/2013,1991,2010,School Administrative Staff,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
607,Age Retirement,07/2013,1980,2000,Teacher,Secondary,Far North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,,,
608,Resignation-Other reasons,06/2013,2004,2011,Teacher,Primary,Not Stated,,Permanent Part-time,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,31-35,,,,,
609,Resignation-Other reasons,07/2013,2004,2012,Teacher,Secondary,Far North Queensland,,Permanent Full-time,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,Female,31-35,,,,,
