index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
3105,2019-05-17,Northern,733.97,613.67,26.92,31.29,260.86,249.91
3106,2019-05-17,Western,"1,382.72","1,353.36",32.6,39.23,25.19,49.62
3107,2019-05-17,Southern,662.73,642.23,46.79,36.24,65.75,66.11
3108,2019-05-17,Eastern,530.07,535.62,,,53.28,61.83
3109,2019-05-17,NorthEastern,36.63,41.42,,,13.71,15.33
3110,2019-05-18,Northern,730.15,571.75,26.92,31.94,260.86,262.7
3111,2019-05-18,Western,"1,382.72","1,342.54",32.6,39.28,25.19,55.74
3112,2019-05-18,Southern,662.73,615.37,46.79,46.29,65.75,66.79
3113,2019-05-18,Eastern,530.07,533.36,,,53.28,61.87
3114,2019-05-18,NorthEastern,36.63,40.44,,,13.71,17.37
3115,2019-05-19,Northern,730.15,602.88,26.92,34.47,260.86,268.54
3116,2019-05-19,Western,"1,382.72","1,314.99",32.6,39.21,25.19,54.21
3117,2019-05-19,Southern,662.73,605.87,46.79,53.74,65.75,55.7
3118,2019-05-19,Eastern,530.07,528.07,,,53.28,63.01
3119,2019-05-19,NorthEastern,36.63,44.25,,,13.71,15.52
3120,2019-05-20,Northern,730.15,665.90,26.92,30.6,260.86,281.93
3121,2019-05-20,Western,"1,382.72","1,363.00",32.6,39.1,25.19,62.03
3122,2019-05-20,Southern,662.73,654.06,46.79,56.25,65.75,89.73
3123,2019-05-20,Eastern,530.07,541.90,,,53.28,65.92
3124,2019-05-20,NorthEastern,36.63,47.23,,,13.71,14.65
3125,2019-05-21,Northern,730.15,694.73,26.92,30.33,260.86,287.09
3126,2019-05-21,Western,"1,383.36","1,357.88",32.6,39.11,25.19,58.3
3127,2019-05-21,Southern,658.53,703.75,46.79,58.07,65.75,61.68
3128,2019-05-21,Eastern,530.07,546.19,,,53.28,63.93
3129,2019-05-21,NorthEastern,36.63,46.72,,,13.71,14.32
3130,2019-05-22,Northern,730.95,703.47,26.92,29.83,260.86,287.41
3131,2019-05-22,Western,"1,383.36","1,359.14",32.6,39.17,25.19,58.31
3132,2019-05-22,Southern,658.53,692.78,46.79,58.08,65.75,62.82
3133,2019-05-22,Eastern,530.07,555.98,,,53.28,63.27
3134,2019-05-22,NorthEastern,36.63,44.85,,,13.71,16.02
3135,2019-05-23,Northern,730.95,708.61,26.92,29.7,260.86,293.88
3136,2019-05-23,Western,"1,383.36","1,374.92",32.6,39.16,25.19,55.87
3137,2019-05-23,Southern,658.53,690.67,46.79,59.54,65.75,59.1
3138,2019-05-23,Eastern,530.07,521.22,,,53.28,69.21
3139,2019-05-23,NorthEastern,36.63,32.84,,,13.71,19.24
3140,2019-05-24,Northern,730.57,658.79,26.92,30.66,260.86,277.25
3141,2019-05-24,Western,"1,383.36","1,362.58",32.6,40.59,25.19,40.36
3142,2019-05-24,Southern,658.53,637.08,46.79,60.1,65.75,52.52
3143,2019-05-24,Eastern,530.07,513.15,,,53.28,69.09
3144,2019-05-24,NorthEastern,36.63,32.77,,,13.71,22.03
3145,2019-05-25,Northern,730.57,671.45,26.92,34.43,260.86,265.95
3146,2019-05-25,Western,"1,383.36","1,379.47",32.6,41.11,25.19,40.51
3147,2019-05-25,Southern,655.20,608.05,46.79,59.14,65.75,50.41
3148,2019-05-25,Eastern,530.07,510.84,,,53.28,65.49
3149,2019-05-25,NorthEastern,36.63,32.55,,,13.71,17.32
3150,2019-05-26,Northern,730.57,663.74,26.92,33.9,260.86,257.74
3151,2019-05-26,Western,"1,383.36","1,355.61",32.6,41.29,25.19,19.35
3152,2019-05-26,Southern,648.16,541.31,46.79,60.11,65.75,43.96
3153,2019-05-26,Eastern,530.07,498.26,,,53.28,74.0
3154,2019-05-26,NorthEastern,36.63,37.69,,,13.71,17.04
3155,2019-05-27,Northern,733.22,714.14,26.92,34.09,260.86,254.73
3156,2019-05-27,Western,"1,383.36","1,397.96",32.6,41.2,25.19,28.1
3157,2019-05-27,Southern,648.16,610.82,46.79,60.06,65.75,64.42
3158,2019-05-27,Eastern,530.07,528.87,,,53.28,82.01
3159,2019-05-27,NorthEastern,36.63,42.11,,,13.71,15.05
3160,2019-05-28,Northern,737.47,750.29,26.92,34.47,260.86,260.72
3161,2019-05-28,Western,"1,383.36","1,416.96",32.6,42.08,25.19,25.2
3162,2019-05-28,Southern,648.16,646.27,46.79,60.12,65.75,65.14
3163,2019-05-28,Eastern,530.07,520.87,,,53.28,70.02
3164,2019-05-28,NorthEastern,36.63,42.87,,,13.71,17.38
3165,2019-05-29,Northern,737.47,775.96,26.92,33.67,260.86,257.23
3166,2019-05-29,Western,"1,383.36","1,435.17",32.6,40.47,25.19,17.72
3167,2019-05-29,Southern,648.16,649.87,46.79,60.29,65.75,44.89
3168,2019-05-29,Eastern,530.07,518.85,,,53.28,67.96
3169,2019-05-29,NorthEastern,36.63,45.50,,,13.71,15.5
3170,2019-05-30,Northern,737.47,794.32,26.92,33.41,260.86,278.44
3171,2019-05-30,Western,"1,381.81","1,431.77",32.6,40.47,25.19,18.0
3172,2019-05-30,Southern,648.16,640.86,46.79,60.18,65.75,49.45
3173,2019-05-30,Eastern,530.07,521.27,,,53.28,72.82
3174,2019-05-30,NorthEastern,36.63,39.99,,,13.71,14.22
3175,2019-05-31,Northern,737.85,775.27,26.92,34.61,260.86,306.65
3176,2019-05-31,Western,"1,385.81","1,419.48",32.6,36.79,25.19,21.28
3177,2019-05-31,Southern,648.16,642.15,46.79,60.47,65.75,46.8
3178,2019-05-31,Eastern,530.07,518.63,,,53.28,58.79
3179,2019-05-31,NorthEastern,36.63,38.45,,,13.71,13.94
3180,2019-06-01,Northern,711.90,752.52,27.03,34.65,299.27,323.28
3181,2019-06-01,Western,"1,330.24","1,402.14",32.64,30.22,26.09,18.35
3182,2019-06-01,Southern,611.63,607.01,46.86,60.45,57.72,53.86
3183,2019-06-01,Eastern,510.69,538.77,,,66.73,59.8
3184,2019-06-01,NorthEastern,34.38,37.62,,,22.8,14.95
3185,2019-06-02,Northern,715.54,727.60,27.03,33.53,299.27,335.17
3186,2019-06-02,Western,"1,331.76","1,341.61",32.64,30.08,26.09,13.23
3187,2019-06-02,Southern,611.63,540.30,46.86,61.04,57.72,36.09
3188,2019-06-02,Eastern,510.69,512.13,,,66.73,60.27
3189,2019-06-02,NorthEastern,34.38,39.77,,,22.8,12.8
3190,2019-06-03,Northern,715.54,686.34,27.03,34.39,299.27,343.82
3191,2019-06-03,Western,"1,331.76","1,333.73",32.64,30.29,26.09,14.91
3192,2019-06-03,Southern,611.63,509.31,46.86,60.69,57.72,39.54
3193,2019-06-03,Eastern,510.69,499.86,,,66.73,56.16
3194,2019-06-03,NorthEastern,34.38,39.57,,,22.8,12.01
3195,2019-06-04,Northern,715.54,720.37,27.03,34.0,299.27,341.72
3196,2019-06-04,Western,"1,331.76","1,339.33",32.64,30.45,26.09,15.5
3197,2019-06-04,Southern,611.63,542.13,46.86,47.38,57.72,55.21
3198,2019-06-04,Eastern,510.69,544.26,,,66.73,66.93
3199,2019-06-04,NorthEastern,34.38,36.96,,,22.8,13.83
3200,2019-06-05,Northern,712.79,771.77,27.03,34.0,299.27,339.56
3201,2019-06-05,Western,"1,331.76","1,355.18",32.64,31.14,26.09,15.12
3202,2019-06-05,Southern,611.63,616.95,46.86,37.92,57.72,54.81
3203,2019-06-05,Eastern,510.69,558.29,,,66.73,67.19
3204,2019-06-05,NorthEastern,34.65,39.89,,,22.8,16.92
3205,2019-06-06,Northern,712.79,736.18,27.03,34.25,299.27,348.15
3206,2019-06-06,Western,"1,331.76","1,356.49",32.64,31.06,26.09,16.94
3207,2019-06-06,Southern,598.43,602.31,46.86,37.73,57.72,47.64
3208,2019-06-06,Eastern,507.69,550.80,,,66.73,67.28
3209,2019-06-06,NorthEastern,34.65,37.52,,,22.8,16.19
3210,2019-06-07,Northern,712.79,718.48,27.03,34.59,299.27,347.82
3211,2019-06-07,Western,"1,331.76","1,369.71",32.64,31.34,26.09,15.56
3212,2019-06-07,Southern,598.43,567.80,46.86,38.14,57.72,50.27
3213,2019-06-07,Eastern,507.69,539.68,,,66.73,71.54
3214,2019-06-07,NorthEastern,34.65,37.42,,,22.8,16.18
3215,2019-06-08,Northern,712.79,761.15,27.03,34.36,299.27,330.13
3216,2019-06-08,Western,"1,331.76","1,366.25",32.64,41.24,26.09,13.21
3217,2019-06-08,Southern,598.43,579.57,46.86,53.08,57.72,58.26
3218,2019-06-08,Eastern,507.69,521.95,,,66.73,82.06
3219,2019-06-08,NorthEastern,34.65,37.18,,,22.8,16.76
3220,2019-06-09,Northern,712.79,738.40,27.03,34.56,299.27,333.27
3221,2019-06-09,Western,"1,331.76","1,345.73",32.64,43.64,26.09,11.21
3222,2019-06-09,Southern,601.61,559.40,46.86,57.86,57.72,33.93
3223,2019-06-09,Eastern,507.69,523.80,,,66.73,85.17
3224,2019-06-09,NorthEastern,34.65,38.06,,,22.8,17.52
3225,2019-06-10,Northern,712.61,742.25,27.03,34.4,299.27,337.44
3226,2019-06-10,Western,"1,320.43","1,370.25",32.64,43.83,26.09,15.94
3227,2019-06-10,Southern,601.61,601.43,46.86,58.64,57.72,38.68
3228,2019-06-10,Eastern,507.69,531.64,,,66.73,84.26
3229,2019-06-10,NorthEastern,34.65,29.36,,,22.8,16.24
3230,2019-06-11,Northern,712.61,763.07,27.03,34.41,299.27,343.03
3231,2019-06-11,Western,"1,320.43","1,376.33",32.64,44.25,26.09,15.8
3232,2019-06-11,Southern,597.21,587.52,46.86,61.09,57.72,31.67
3233,2019-06-11,Eastern,507.69,521.55,,,66.73,73.05
3234,2019-06-11,NorthEastern,34.65,40.74,,,22.8,16.56
3235,2019-06-12,Northern,712.26,715.80,27.03,34.5,299.27,334.47
3236,2019-06-12,Western,"1,320.43","1,323.34",32.64,44.2,26.09,11.04
3237,2019-06-12,Southern,597.21,551.77,46.86,53.09,57.72,32.01
3238,2019-06-12,Eastern,507.69,503.61,,,66.73,76.87
3239,2019-06-12,NorthEastern,34.65,40.87,,,22.8,17.41
3240,2019-06-13,Northern,712.26,743.05,27.03,33.76,299.27,344.0
3241,2019-06-13,Western,"1,320.43","1,228.89",32.64,44.42,26.09,9.29
3242,2019-06-13,Southern,597.21,549.45,46.86,61.18,57.72,32.3
3243,2019-06-13,Eastern,507.69,458.81,,,66.73,69.56
3244,2019-06-13,NorthEastern,34.65,40.87,,,22.8,17.09
3245,2019-06-14,Northern,712.26,817.50,27.03,34.71,299.27,337.28
3246,2019-06-14,Western,"1,320.43","1,267.51",32.64,44.37,26.09,9.31
3247,2019-06-14,Southern,597.21,565.09,46.86,61.46,57.72,43.19
3248,2019-06-14,Eastern,507.69,528.89,,,66.73,58.12
3249,2019-06-14,NorthEastern,34.65,43.63,,,22.8,15.48
3250,2019-06-15,Northern,716.68,757.56,27.03,34.54,299.27,339.63
3251,2019-06-15,Western,"1,267.36","1,233.94",32.64,44.39,26.09,9.16
3252,2019-06-15,Southern,583.77,546.93,46.86,62.39,57.72,38.69
3253,2019-06-15,Eastern,507.69,501.09,,,66.73,73.26
3254,2019-06-15,NorthEastern,34.65,42.09,,,22.8,17.19
3255,2019-06-16,Northern,719.31,674.78,27.03,34.6,299.27,335.53
3256,2019-06-16,Western,"1,275.09","1,172.05",32.64,44.31,26.09,11.22
3257,2019-06-16,Southern,574.64,518.78,46.86,56.21,57.72,45.59
3258,2019-06-16,Eastern,507.36,475.77,,,66.73,73.4
3259,2019-06-16,NorthEastern,34.65,39.87,,,22.8,17.25
3260,2019-06-17,Northern,719.31,666.26,27.03,34.7,299.27,338.31
3261,2019-06-17,Western,"1,275.09","1,208.57",32.64,41.71,26.09,13.2
3262,2019-06-17,Southern,576.35,518.21,46.86,55.63,57.72,53.98
3263,2019-06-17,Eastern,507.36,497.52,,,66.73,60.67
3264,2019-06-17,NorthEastern,34.65,39.86,,,22.8,19.07
3265,2019-06-18,Northern,723.80,623.00,27.03,34.98,299.27,336.0
3266,2019-06-18,Western,"1,275.09","1,220.93",32.64,41.2,26.09,15.39
3267,2019-06-18,Southern,572.11,558.20,46.86,53.84,57.72,52.99
3268,2019-06-18,Eastern,507.36,500.64,,,66.73,46.87
3269,2019-06-18,NorthEastern,34.65,36.26,,,22.8,22.55
3270,2019-06-19,Northern,724.15,675.26,27.03,35.11,299.27,320.97
3271,2019-06-19,Western,"1,275.09","1,245.90",32.64,42.54,26.09,18.82
3272,2019-06-19,Southern,572.11,570.07,46.86,56.16,57.72,35.98
3273,2019-06-19,Eastern,516.53,508.21,,,66.73,76.39
3274,2019-06-19,NorthEastern,34.65,40.35,,,22.8,19.66
3275,2019-06-20,Northern,724.15,682.11,27.03,34.56,299.27,314.04
3276,2019-06-20,Western,"1,267.62","1,290.63",32.64,43.74,26.09,19.23
3277,2019-06-20,Southern,571.15,586.94,46.86,55.88,57.72,39.84
3278,2019-06-20,Eastern,516.53,509.55,,,66.73,77.83
3279,2019-06-20,NorthEastern,34.65,42.77,,,22.8,17.08
3280,2019-06-21,Northern,724.15,721.88,27.03,34.35,299.27,325.82
3281,2019-06-21,Western,"1,281.19","1,317.29",32.64,43.96,26.09,17.19
3282,2019-06-21,Southern,571.15,632.87,46.86,55.79,57.72,45.27
3283,2019-06-21,Eastern,505.98,487.06,,,66.73,70.57
3284,2019-06-21,NorthEastern,34.95,45.74,,,22.8,16.34
3285,2019-06-22,Northern,723.80,730.19,27.03,34.58,299.27,318.06
3286,2019-06-22,Western,"1,281.19","1,337.67",32.64,44.1,26.09,10.4
3287,2019-06-22,Southern,578.72,596.98,46.86,55.58,57.72,34.13
3288,2019-06-22,Eastern,505.98,488.13,,,66.73,73.21
3289,2019-06-22,NorthEastern,34.68,40.15,,,22.8,15.36
3290,2019-06-23,Northern,723.80,703.43,27.03,34.71,299.27,324.09
3291,2019-06-23,Western,"1,281.19","1,279.64",32.64,44.28,26.09,7.08
3292,2019-06-23,Southern,578.72,554.64,46.86,55.59,57.72,34.05
3293,2019-06-23,Eastern,505.98,480.29,,,66.73,81.17
3294,2019-06-23,NorthEastern,34.68,41.81,,,22.8,15.12
3295,2019-06-24,Northern,721.15,694.45,27.03,34.63,299.27,341.22
3296,2019-06-24,Western,"1,281.19","1,342.29",32.64,44.16,26.09,12.19
3297,2019-06-24,Southern,579.68,594.29,46.86,56.1,57.72,45.82
3298,2019-06-24,Eastern,502.37,493.89,,,66.73,79.87
3299,2019-06-24,NorthEastern,34.68,42.05,,,22.8,15.38
3300,2019-06-25,Northern,721.15,723.36,27.03,34.6,299.27,355.1
3301,2019-06-25,Western,"1,266.27","1,362.12",32.64,44.19,26.09,12.12
3302,2019-06-25,Southern,575.68,606.03,46.86,55.73,57.72,35.65
3303,2019-06-25,Eastern,498.08,497.36,,,66.73,81.59
3304,2019-06-25,NorthEastern,34.68,41.19,,,22.8,16.03
3305,2019-06-26,Northern,721.15,744.54,27.03,34.51,299.27,355.28
3306,2019-06-26,Western,"1,269.47","1,330.00",32.64,44.25,26.09,10.27
3307,2019-06-26,Southern,579.48,608.03,46.86,55.66,57.72,30.02
3308,2019-06-26,Eastern,498.08,482.34,,,66.73,74.87
3309,2019-06-26,NorthEastern,36.15,38.70,,,22.8,16.71
3310,2019-06-27,Northern,721.15,731.28,27.03,34.57,299.27,346.71
3311,2019-06-27,Western,"1,272.22","1,269.33",32.64,44.14,26.09,11.43
3312,2019-06-27,Southern,579.48,588.44,46.86,55.57,57.72,24.46
3313,2019-06-27,Eastern,498.08,477.51,,,66.73,77.43
3314,2019-06-27,NorthEastern,36.15,38.62,,,22.8,21.3
3315,2019-06-28,Northern,721.15,749.89,27.03,34.33,299.27,351.31
3316,2019-06-28,Western,"1,273.05","1,216.61",32.64,44.26,26.09,8.46
3317,2019-06-28,Southern,579.48,551.05,46.86,56.35,57.72,26.58
3318,2019-06-28,Eastern,498.08,486.72,,,66.73,71.8
3319,2019-06-28,NorthEastern,36.15,40.18,,,22.8,22.17
3320,2019-06-29,Northern,721.50,751.83,27.03,34.35,299.27,337.12
3321,2019-06-29,Western,"1,273.05","1,205.16",32.64,44.48,26.09,11.74
3322,2019-06-29,Southern,579.48,554.87,46.86,56.28,57.72,33.16
3323,2019-06-29,Eastern,498.08,505.32,,,66.73,76.03
3324,2019-06-29,NorthEastern,36.15,39.57,,,22.8,23.46
3325,2019-06-30,Northern,721.50,740.57,27.03,33.45,299.27,346.65
3326,2019-06-30,Western,"1,273.05","1,147.42",32.64,44.4,26.09,7.05
3327,2019-06-30,Southern,579.48,517.12,46.86,55.98,57.72,32.53
3328,2019-06-30,Eastern,498.08,469.75,,,66.73,74.75
3329,2019-06-30,NorthEastern,36.15,40.19,,,22.8,20.84
3330,2019-07-01,Northern,658.28,758.87,26.88,34.52,319.37,360.0
3331,2019-07-01,Western,"1,130.41","1,172.60",37.08,43.44,29.87,12.27
3332,2019-07-01,Southern,522.48,532.76,46.77,56.07,68.42,37.61
3333,2019-07-01,Eastern,483.72,507.20,,,83.26,70.91
3334,2019-07-01,NorthEastern,33.85,40.34,,,27.73,20.01
3335,2019-07-02,Northern,660.85,753.56,26.88,34.53,319.37,362.55
3336,2019-07-02,Western,"1,130.41","1,185.22",37.08,40.41,29.87,10.9
3337,2019-07-02,Southern,518.48,541.86,46.77,55.83,68.42,34.36
3338,2019-07-02,Eastern,483.72,499.51,,,83.26,74.62
3339,2019-07-02,NorthEastern,33.85,40.36,,,27.73,19.9
3340,2019-07-03,Northern,660.85,764.78,26.88,34.63,319.37,362.92
3341,2019-07-03,Western,"1,130.41","1,172.57",37.08,40.5,29.87,12.21
3342,2019-07-03,Southern,518.48,533.79,46.77,56.47,68.42,38.21
3343,2019-07-03,Eastern,483.72,484.63,,,83.26,72.7
3344,2019-07-03,NorthEastern,33.85,41.33,,,27.73,20.9
3345,2019-07-04,Northern,660.85,729.45,26.88,34.43,319.37,356.32
3346,2019-07-04,Western,"1,130.41","1,151.21",37.08,39.46,29.87,12.27
3347,2019-07-04,Southern,518.48,548.22,46.77,56.38,68.42,29.31
3348,2019-07-04,Eastern,483.72,481.60,,,83.26,76.91
3349,2019-07-04,NorthEastern,33.85,42.41,,,27.73,18.52
3350,2019-07-05,Northern,663.52,677.60,26.88,34.9,319.37,355.29
3351,2019-07-05,Western,"1,139.10","1,135.97",37.08,40.38,29.87,13.61
3352,2019-07-05,Southern,521.66,527.20,46.77,56.4,68.42,27.4
3353,2019-07-05,Eastern,483.72,480.93,,,83.26,78.68
3354,2019-07-05,NorthEastern,33.85,40.01,,,27.73,17.72
3355,2019-07-06,Northern,663.52,621.74,26.88,34.91,319.37,352.4
3356,2019-07-06,Western,"1,142.37","1,107.24",37.08,40.31,29.87,15.02
3357,2019-07-06,Southern,521.66,501.54,46.77,56.21,68.42,26.85
3358,2019-07-06,Eastern,491.26,466.60,,,83.26,75.18
3359,2019-07-06,NorthEastern,34.43,38.09,,,27.73,16.17
3360,2019-07-07,Northern,663.52,605.86,26.88,34.82,319.37,357.3
3361,2019-07-07,Western,"1,142.37","1,039.03",37.08,40.44,29.87,13.82
3362,2019-07-07,Southern,521.66,475.43,46.77,56.44,68.42,27.34
3363,2019-07-07,Eastern,491.26,428.01,,,83.26,79.44
3364,2019-07-07,NorthEastern,34.43,32.17,,,27.73,21.64
3365,2019-07-08,Northern,653.09,629.21,26.88,32.39,319.37,382.29
3366,2019-07-08,Western,"1,142.37","1,107.05",37.08,41.59,29.87,19.42
3367,2019-07-08,Southern,521.66,492.28,46.77,56.38,68.42,38.07
3368,2019-07-08,Eastern,499.13,443.85,,,83.26,83.29
3369,2019-07-08,NorthEastern,34.43,34.23,,,27.73,25.71
3370,2019-07-09,Northern,653.09,579.98,26.88,33.62,319.37,382.47
3371,2019-07-09,Western,"1,143.02","1,112.97",37.08,42.39,29.87,16.02
3372,2019-07-09,Southern,517.53,497.10,46.77,59.35,68.42,33.54
3373,2019-07-09,Eastern,499.13,439.35,,,83.26,81.06
3374,2019-07-09,NorthEastern,34.43,36.24,,,27.73,27.75
3375,2019-07-10,Northern,653.09,579.15,26.88,33.55,319.37,381.83
3376,2019-07-10,Western,"1,139.22","1,100.96",37.08,42.52,29.87,15.37
3377,2019-07-10,Southern,509.35,494.69,46.77,56.14,68.42,32.2
3378,2019-07-10,Eastern,500.40,459.55,,,83.26,75.54
3379,2019-07-10,NorthEastern,34.43,38.88,,,27.73,29.05
3380,2019-07-11,Northern,653.09,565.57,26.88,34.48,319.37,359.93
3381,2019-07-11,Western,"1,141.70","1,107.71",37.08,42.77,29.87,17.23
3382,2019-07-11,Southern,513.73,488.10,46.77,56.23,68.42,38.7
3383,2019-07-11,Eastern,497.70,444.15,,,83.26,74.6
3384,2019-07-11,NorthEastern,34.43,37.10,,,27.73,28.33
3385,2019-07-12,Northern,648.18,597.21,26.88,34.56,319.37,363.69
3386,2019-07-12,Western,"1,141.70","1,174.80",37.08,43.01,29.87,22.16
3387,2019-07-12,Southern,513.73,525.29,46.77,56.55,68.42,52.05
3388,2019-07-12,Eastern,493.52,465.58,,,83.26,75.26
3389,2019-07-12,NorthEastern,34.43,32.62,,,27.73,30.03
3390,2019-07-13,Northern,648.18,592.03,26.88,34.58,319.37,360.04
3391,2019-07-13,Western,"1,141.70","1,199.03",37.08,43.33,29.87,17.96
3392,2019-07-13,Southern,513.20,502.23,46.77,56.52,68.42,45.58
3393,2019-07-13,Eastern,493.52,477.59,,,83.26,69.67
3394,2019-07-13,NorthEastern,34.43,34.89,,,27.73,30.22
3395,2019-07-14,Northern,648.18,551.27,26.88,34.43,319.37,350.14
3396,2019-07-14,Western,"1,141.70","1,120.84",37.08,43.42,29.87,11.23
3397,2019-07-14,Southern,513.20,493.75,46.77,51.68,68.42,37.65
3398,2019-07-14,Eastern,493.52,444.42,,,83.26,58.9
3399,2019-07-14,NorthEastern,34.43,35.84,,,27.73,29.99
3400,2019-07-15,Northern,648.18,551.53,26.88,34.76,319.37,345.16
3401,2019-07-15,Western,"1,119.74","1,164.53",37.08,43.45,29.87,16.23
3402,2019-07-15,Southern,500.77,505.78,46.77,56.24,68.42,37.86
3403,2019-07-15,Eastern,490.81,450.43,,,83.26,69.93
3404,2019-07-15,NorthEastern,33.97,34.33,,,27.73,29.65
3405,2019-07-16,Northern,648.18,521.04,26.88,34.72,319.37,348.17
3406,2019-07-16,Western,"1,122.49","1,190.05",37.08,43.76,29.87,17.2
3407,2019-07-16,Southern,520.62,521.67,67.15,59.82,68.42,46.35
3408,2019-07-16,Eastern,501.37,453.76,,,83.26,69.72
3409,2019-07-16,NorthEastern,29.70,39.90,,,27.73,29.29
3410,2019-07-17,Northern,648.24,545.31,26.88,34.7,319.37,340.37
3411,2019-07-17,Western,"1,122.49","1,265.77",37.08,44.04,29.87,24.34
3412,2019-07-17,Southern,520.62,558.30,67.15,62.25,68.42,51.44
3413,2019-07-17,Eastern,501.37,468.30,,,83.26,78.48
3414,2019-07-17,NorthEastern,29.70,43.55,,,27.73,29.09
3415,2019-07-18,Northern,648.24,574.73,26.88,34.54,319.37,332.88
3416,2019-07-18,Western,"1,124.78","1,319.55",37.08,44.19,29.87,40.4
3417,2019-07-18,Southern,524.76,540.57,67.15,58.37,68.42,48.21
3418,2019-07-18,Eastern,501.37,502.84,,,83.26,77.76
3419,2019-07-18,NorthEastern,29.70,45.83,,,27.73,28.79
3420,2019-07-19,Northern,648.24,650.87,26.88,34.54,319.37,336.97
3421,2019-07-19,Western,"1,124.78","1,362.95",37.08,44.25,29.87,39.91
3422,2019-07-19,Southern,524.76,518.67,67.15,61.87,68.42,37.69
3423,2019-07-19,Eastern,501.37,507.32,,,83.26,60.36
3424,2019-07-19,NorthEastern,29.70,45.44,,,27.73,28.87
3425,2019-07-20,Northern,633.17,629.24,26.88,34.45,319.37,341.95
3426,2019-07-20,Western,"1,124.37","1,345.67",37.08,44.27,29.87,31.34
3427,2019-07-20,Southern,510.45,530.71,67.15,62.38,68.42,37.63
3428,2019-07-20,Eastern,496.06,499.35,,,83.26,83.78
3429,2019-07-20,NorthEastern,29.70,42.93,,,27.73,27.83
3430,2019-07-21,Northern,626.48,634.36,26.88,34.52,319.37,340.14
3431,2019-07-21,Western,"1,147.28","1,252.82",37.08,44.32,29.87,27.77
3432,2019-07-21,Southern,521.72,515.68,67.15,62.32,68.42,37.5
3433,2019-07-21,Eastern,496.06,497.42,,,83.26,80.92
3434,2019-07-21,NorthEastern,29.97,41.19,,,27.73,26.46
3435,2019-07-22,Northern,639.48,681.86,26.88,34.42,319.37,343.0
3436,2019-07-22,Western,"1,159.45","1,302.26",37.08,44.09,29.87,35.3
3437,2019-07-22,Southern,518.05,555.30,67.15,61.11,68.42,45.8
3438,2019-07-22,Eastern,496.06,499.70,,,83.26,84.17
3439,2019-07-22,NorthEastern,30.43,40.89,,,27.73,27.58
3440,2019-07-23,Northern,639.48,704.17,26.88,34.09,319.37,334.44
3441,2019-07-23,Western,"1,159.45","1,353.09",37.08,44.2,29.87,35.97
3442,2019-07-23,Southern,515.05,586.50,67.15,61.22,68.42,39.85
3443,2019-07-23,Eastern,496.06,504.66,,,83.26,80.39
3444,2019-07-23,NorthEastern,30.43,39.84,,,27.73,27.92
3445,2019-07-24,Northern,639.48,695.39,26.88,34.27,319.37,348.17
3446,2019-07-24,Western,"1,160.99","1,304.90",37.08,44.26,29.87,16.2
3447,2019-07-24,Southern,515.05,555.26,67.15,60.73,68.42,35.47
3448,2019-07-24,Eastern,496.06,484.37,,,83.26,76.22
3449,2019-07-24,NorthEastern,30.43,40.57,,,27.73,28.9
3450,2019-07-25,Northern,625.85,626.58,26.88,34.49,319.37,334.24
3451,2019-07-25,Western,"1,143.68","1,177.73",37.08,44.39,29.87,15.65
3452,2019-07-25,Southern,511.26,544.88,67.15,61.07,68.42,32.27
3453,2019-07-25,Eastern,491.98,445.44,,,83.26,70.86
3454,2019-07-25,NorthEastern,30.43,38.63,,,27.73,28.14
3455,2019-07-26,Northern,628.64,582.06,26.88,34.52,319.37,329.13
3456,2019-07-26,Western,"1,150.26","1,139.53",37.08,44.37,29.87,15.63
3457,2019-07-26,Southern,521.73,509.63,67.15,61.35,68.42,34.78
3458,2019-07-26,Eastern,488.50,433.21,,,83.26,83.21
3459,2019-07-26,NorthEastern,30.43,39.59,,,27.73,28.59
3460,2019-07-27,Northern,628.64,561.76,26.88,34.65,319.37,315.99
3461,2019-07-27,Western,"1,150.26","1,073.60",37.08,44.45,29.87,14.79
3462,2019-07-27,Southern,521.73,489.05,67.15,61.38,68.42,33.51
3463,2019-07-27,Eastern,488.50,419.17,,,83.26,85.56
3464,2019-07-27,NorthEastern,30.43,39.48,,,27.73,28.23
3465,2019-07-28,Northern,631.29,528.50,26.88,34.72,319.37,336.91
3466,2019-07-28,Western,"1,150.26","1,025.22",37.08,44.42,29.87,16.08
3467,2019-07-28,Southern,521.73,452.48,67.15,61.52,68.42,37.76
3468,2019-07-28,Eastern,488.50,398.31,,,83.26,76.89
3469,2019-07-28,NorthEastern,30.43,38.93,,,27.73,26.85
3470,2019-07-29,Northern,631.29,568.38,26.88,34.37,319.37,369.25
3471,2019-07-29,Western,"1,150.26","1,095.81",37.08,44.48,29.87,20.48
3472,2019-07-29,Southern,521.73,476.72,67.15,60.24,68.42,42.24
3473,2019-07-29,Eastern,488.50,403.81,,,83.26,72.13
3474,2019-07-29,NorthEastern,30.43,40.69,,,27.73,24.98
3475,2019-07-30,Northern,631.29,626.74,26.88,34.48,319.37,338.87
